Domain,Problem,SPC,v8.2.0,v8.1.0,v8.0.0,v7.5.0,v7.4.0,v7.3.0,v7.2.0,v7.1.0,v7.0.0,v6.4.0,v6.3.0,v6.2.0,v6.1.0,v6.0.0,v5.5.0,v5.4.0,v5.3.0,v5.2.0,v5.1.0,v5.0.0,v4.1.0,v4.0.1,v4.0.0,v3.7.0,v3.5.0,v3.4.0,v3.3.0,v3.2.0,v3.1.0,v2.7.0,v2.6.0,v2.5.0,v2.4.0,v2.3.0.,v2.3.0,v2.2.1,v2.2.0,v2.1.0,v2.0.0,.0
ALG,ALG017^7.p,TH0_THM_EQU_NAR,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.50,0.57,0.57,0.57,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
ALG,ALG018+1.p,FOF_THM_RFO_SEQ,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,,,,,,,,,,
ALG,ALG018^7.p,TH0_THM_EQU_NAR,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
ALG,ALG019+1.p,FOF_THM_RFO_SEQ,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,,,,,,,,,,
ALG,ALG020+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG020^7.p,TH0_THM_EQU_NAR,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
ALG,ALG021+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.25,0.33,0.78,0.78,,,,,,,,,,
ALG,ALG021^7.p,TH0_THM_EQU_NAR,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
ALG,ALG022+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.25,0.33,0.78,0.78,,,,,,,,,,
ALG,ALG022^7.p,TH0_THM_EQU_NAR,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
ALG,ALG023+1.p,FOF_UNS_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,,,,,,,,,,
ALG,ALG023^7.p,TH0_UNS_EQU_NAR,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
ALG,ALG024+1.p,FOF_UNS_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.83,,,,,,,,,,
ALG,ALG025+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,,,,,,,,,,
ALG,ALG026+1.p,FOF_THM_RFO_PEQ,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.20,0.22,0.29,0.33,0.42,0.56,0.75,0.75,,,,,,,,,,
ALG,ALG027+1.p,FOF_THM_RFO_PEQ,0.19,0.19,0.19,0.19,0.19,0.24,0.27,0.27,0.27,0.27,0.29,0.29,0.42,0.42,0.42,0.50,0.50,0.50,0.50,0.50,0.60,0.60,0.60,0.67,0.67,0.67,0.67,0.75,0.75,0.75,,,,,,,,,,
ALG,ALG028+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,,,,,,,,,,
ALG,ALG029+1.p,FOF_THM_RFO_SEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.11,0.11,,,,,,,,,,
ALG,ALG030+1.p,FOF_THM_RFO_SEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.11,0.11,,,,,,,,,,
ALG,ALG030-10.p,CNF_UNS_RFO_PEQ_UEQ,0.05,0.05,0.05,0.05,0.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALG,ALG031+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.11,0.33,0.33,,,,,,,,,,
ALG,ALG032+1.p,FOF_THM_RFO_PEQ,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.33,0.42,0.56,0.89,0.89,,,,,,,,,,
ALG,ALG033+1.p,FOF_THM_RFO_PEQ,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.33,0.42,0.56,0.89,0.89,,,,,,,,,,
ALG,ALG034+1.p,FOF_UNS_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.75,0.75,0.75,,,,,,,,,,
ALG,ALG035+1.p,FOF_UNS_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,,,,,,,,,,
ALG,ALG036+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
ALG,ALG037+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.11,0.50,0.50,,,,,,,,,,
ALG,ALG038+1.p,FOF_THM_RFO_PEQ,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.22,0.22,0.22,0.22,0.44,0.44,,,,,,,,,,
ALG,ALG039+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
ALG,ALG040+1.p,FOF_THM_RFO_SEQ,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,,,,,,,,,,
ALG,ALG041+1.p,FOF_THM_RFO_SEQ,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,,,,,,,,,,
ALG,ALG042+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG043+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.33,0.89,0.89,,,,,,,,,,
ALG,ALG044+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.33,0.89,0.89,,,,,,,,,,
ALG,ALG045+1.p,FOF_UNS_RFO_PEQ,0.00,0.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,
ALG,ALG046+1.p,FOF_UNS_RFO_PEQ,0.00,0.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,
ALG,ALG047+1.p,FOF_THM_RFO_PEQ,0.47,0.47,0.47,0.47,0.47,0.47,0.53,0.53,0.53,0.53,0.57,0.57,0.58,0.58,0.58,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.75,0.75,0.75,0.75,0.75,,,,,,,,,,
ALG,ALG048+1.p,FOF_THM_RFO_PEQ,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.50,0.67,0.75,0.75,,,,,,,,,,
ALG,ALG049+1.p,FOF_THM_RFO_PEQ,0.22,0.22,0.22,0.22,0.24,0.27,0.27,0.27,0.27,0.29,0.29,0.29,0.33,0.33,0.42,0.50,0.50,0.50,0.50,0.50,0.56,0.56,0.56,0.56,0.56,0.56,0.67,0.67,0.75,0.75,,,,,,,,,,
ALG,ALG050+1.p,FOF_THM_RFO_PEQ,0.30,0.30,0.30,0.30,0.33,0.33,0.33,0.33,0.33,0.33,0.42,0.42,0.42,0.42,0.55,0.55,0.55,0.55,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.67,0.75,0.75,0.75,0.75,,,,,,,,,,
ALG,ALG051+1.p,FOF_THM_RFO_PEQ,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.25,0.25,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.33,0.50,0.67,0.75,0.75,,,,,,,,,,
ALG,ALG052+1.p,FOF_THM_RFO_PEQ,0.47,0.47,0.47,0.47,0.47,0.47,0.53,0.53,0.53,0.53,0.57,0.57,0.58,0.58,0.58,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.75,0.75,0.75,0.75,0.75,,,,,,,,,,
ALG,ALG053+1.p,FOF_THM_RFO_PEQ,0.29,0.29,0.29,0.29,0.29,0.29,0.33,0.33,0.33,0.33,0.42,0.42,0.42,0.42,0.58,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.75,0.75,0.75,0.75,0.75,,,,,,,,,,
ALG,ALG054+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,,,,,,,,,,
ALG,ALG055+1.p,FOF_THM_RFO_PEQ,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.20,0.22,0.29,0.33,0.33,0.56,0.89,0.89,,,,,,,,,,
ALG,ALG056+1.p,FOF_THM_RFO_PEQ,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.11,0.29,0.33,0.33,0.44,0.78,0.78,,,,,,,,,,
ALG,ALG057+1.p,FOF_THM_RFO_PEQ,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.21,0.25,0.25,0.25,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.33,0.50,0.56,0.89,0.89,,,,,,,,,,
ALG,ALG058+1.p,FOF_THM_RFO_PEQ,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.20,0.22,0.22,0.22,0.25,0.44,0.89,0.89,,,,,,,,,,
ALG,ALG059+1.p,FOF_THM_RFO_PEQ,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.20,0.22,0.29,0.33,0.33,0.56,0.89,0.89,,,,,,,,,,
ALG,ALG060+1.p,FOF_THM_RFO_PEQ,0.17,0.17,0.17,0.17,0.19,0.20,0.20,0.20,0.20,0.20,0.21,0.21,0.25,0.25,0.25,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.33,0.56,0.56,0.89,0.89,,,,,,,,,,
ALG,ALG061+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG062+1.p,FOF_THM_RFO_PEQ,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.18,0.18,0.18,0.18,0.18,0.20,0.22,0.22,0.22,0.25,0.44,0.89,0.89,,,,,,,,,,
ALG,ALG063+1.p,FOF_THM_RFO_PEQ,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.11,0.22,0.22,0.25,0.33,0.78,0.78,,,,,,,,,,
ALG,ALG064+1.p,FOF_THM_RFO_PEQ,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.18,0.18,0.18,0.18,0.18,0.20,0.22,0.22,0.22,0.25,0.44,0.89,0.89,,,,,,,,,,
ALG,ALG065+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,,,,,,,,,,
ALG,ALG066+1.p,FOF_THM_RFO_PEQ,0.10,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.20,0.22,0.22,0.22,0.25,0.44,0.89,0.89,,,,,,,,,,
ALG,ALG067+1.p,FOF_THM_RFO_PEQ,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.11,0.22,0.22,0.25,0.33,0.78,0.78,,,,,,,,,,
ALG,ALG068+1.p,FOF_THM_RFO_PEQ,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.11,0.22,0.22,0.25,0.33,0.78,0.78,,,,,,,,,,
ALG,ALG069+1.p,FOF_THM_RFO_SEQ,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.11,0.11,,,,,,,,,,
ALG,ALG069-10.p,CNF_UNS_RFO_PEQ_UEQ,0.05,0.05,0.05,0.05,0.13,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALG,ALG070+1.p,FOF_THM_RFO_SEQ,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.07,0.11,0.11,,,,,,,,,,
ALG,ALG071+1.p,FOF_THM_RFO_SEQ,0.23,0.23,0.23,0.23,0.23,0.23,0.26,0.26,0.26,0.29,0.29,0.29,0.35,0.35,0.35,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,,,,,,,,,,
ALG,ALG072+1.p,FOF_THM_RFO_SEQ,0.40,0.40,0.40,0.40,0.40,0.40,0.45,0.46,0.46,0.46,0.46,0.54,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.58,0.58,0.58,0.58,0.67,0.67,0.67,,,,,,,,,,
ALG,ALG073+1.p,FOF_THM_RFO_SEQ,0.10,0.10,0.10,0.10,0.10,0.10,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.22,0.22,,,,,,,,,,
ALG,ALG074+1.p,FOF_THM_RFO_SEQ,0.27,0.27,0.27,0.27,0.27,0.27,0.30,0.30,0.30,0.30,0.35,0.35,0.35,0.35,0.35,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.42,0.43,0.44,0.44,,,,,,,,,,
ALG,ALG075+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG076+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG077+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG078+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG079+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG080+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG081+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG082+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG083+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG084+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG085+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG086+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG087+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG088+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG089+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,
ALG,ALG090+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.33,0.89,0.89,,,,,,,,,,
ALG,ALG091+1.p,FOF_THM_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.17,0.33,0.89,0.89,,,,,,,,,,
ALG,ALG092+1.p,FOF_THM_RFO_PEQ,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.17,0.33,0.89,0.89,,,,,,,,,,
ALG,ALG093+1.p,FOF_THM_RFO_PEQ,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.25,0.44,0.89,0.89,,,,,,,,,,
ALG,ALG094+1.p,FOF_THM_RFO_PEQ,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.25,0.44,0.89,0.89,,,,,,,,,,
ALG,ALG095+1.p,FOF_THM_RFO_PEQ,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.25,0.44,0.83,0.83,,,,,,,,,,
ALG,ALG096+1.p,FOF_UNS_RFO_PEQ,0.00,0.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.83,0.83,0.83,0.83,0.83,0.83,,,,,,,,,,
ALG,ALG097+1.p,FOF_UNS_RFO_PEQ,0.00,0.00,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,,,,,,,,,,
ALG,ALG098+1.p,FOF_UNS_RFO_PEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.83,0.83,,,,,,,,,,
